brood 37 (48-h) mapped counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b37_0_8A.fastq.trim.sam.counts,b37_0_8B.fastq.trim.sam.counts,b37_0_8C.fastq.trim.sam.counts,b37_0_8D.fastq.trim.sam.counts,b37_10_7.5A.fastq.trim.sam.counts,b37_10_7.5B.fastq.trim.sam.counts,b37_10_7.5C.fastq.trim.sam.counts,b37_10_7.5D.fastq.trim.sam.counts,b37_10_8A.fastq.trim.sam.counts,b37_10_8B.fastq.trim.sam.counts,b37_10_8C.fastq.trim.sam.counts,b37_10_8D.fastq.trim.sam.counts,b37_24_7.5A.fastq.trim.sam.counts,b37_24_7.5B.fastq.trim.sam.counts,b37_24_7.5C.fastq.trim.sam.counts,b37_24_7.5D.fastq.trim.sam.counts,b37_24_8A.fastq.trim.sam.counts,b37_24_8B.fastq.trim.sam.counts,b37_24_8C.fastq.trim.sam.counts,b37_24_8D.fastq.trim.sam.counts,b37_48_7.5A.fastq.trim.sam.counts,b37_48_7.5B.fastq.trim.sam.counts,b37_48_7.5C.fastq.trim.sam.counts,b37_48_7.5D.fastq.trim.sam.counts,b37_48_8A.fastq.trim.sam.counts,b37_48_8B.fastq.trim.sam.counts,b37_48_8C.fastq.trim.sam.counts,b37_48_8D.fastq.trim.sam.counts,b37_4_7.5A.fastq.trim.sam.counts,b37_4_7.5B.fastq.trim.sam.counts,b37_4_7.5C.fastq.trim.sam.counts,b37_4_7.5D.fastq.trim.sam.counts,b37_4_8A.fastq.trim.sam.counts,b37_4_8B.fastq.trim.sam.counts,b37_4_8C.fastq.trim.sam.counts,b37_4_8D.fastq.trim.sam.counts
TRINITY_DN13706_c0_g1,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
TRINITY_DN13708_c0_g1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TRINITY_DN1370_c0_g1,9,30,29,6,16,21,30,0,9,5,5,23,5,0,18,4,9,22,6,42,29,62,4,16,17,65,14,28,30,32,19,12,44,3,1,0
TRINITY_DN13713_c0_g1,0,1,3,0,0,0,5,0,1,4,0,2,0,0,2,0,1,4,0,6,2,4,1,0,1,5,1,6,3,4,0,2,8,0,1,0
TRINITY_DN13715_c0_g1,4,2,0,1,0,1,2,0,0,0,1,2,1,0,0,0,3,1,0,3,0,5,0,2,2,3,0,2,0,4,0,0,1,0,0,0
TRINITY_DN13716_c0_g1,8,7,7,1,1,12,11,0,4,4,5,8,3,0,5,0,2,6,1,10,6,16,2,7,8,16,9,8,6,23,1,8,11,0,5,0
TRINITY_DN1371_c0_g1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TRINITY_DN13722_c0_g1,11,9,13,5,13,10,13,0,3,3,12,12,5,2,10,5,3,7,7,21,16,18,5,4,11,31,7,20,23,15,18,10,22,1,2,0
TRINITY_DN13723_c0_g1,4,5,3,1,2,6,11,0,2,2,5,15,3,0,6,0,6,10,9,18,8,14,5,3,4,24,10,13,7,14,3,2,17,2,1,0
TRINITY_DN13724_c1_g1,2,6,2,0,0,4,3,0,2,1,1,3,0,0,0,0,0,6,0,5,3,13,0,1,5,5,2,2,3,3,1,0,5,0,0,0
TRINITY_DN13727_c0_g1,38,48,23,13,17,44,38,0,22,8,9,34,18,1,22,3,2,41,8,65,24,95,13,18,30,70,16,36,38,63,14,35,86,0,13,1
TRINITY_DN1372_c0_g1,27,109,36,11,14,80,69,1,14,7,7,61,21,1,27,1,11,45,3,62,13,101,14,22,32,90,12,37,56,74,26,19,83,5,10,0
TRINITY_DN13730_c0_g1,4,8,0,0,3,3,12,0,2,0,0,7,6,0,4,0,0,6,1,4,2,8,2,0,2,3,3,16,4,9,0,5,11,0,1,0
TRINITY_DN13731_c0_g1,3,2,2,0,2,1,7,0,0,3,4,8,1,0,0,0,0,2,1,5,11,10,4,1,6,11,4,7,8,6,0,1,12,0,0,0
TRINITY_DN13732_c0_g1,2,1,1,1,0,2,4,0,0,0,0,5,0,0,0,0,0,3,1,7,5,11,0,5,3,2,4,8,2,5,2,1,4,0,0,0
TRINITY_DN13734_c0_g1,2,6,5,0,2,3,12,0,2,0,1,4,3,0,4,0,0,4,0,13,8,29,3,8,2,8,3,10,3,6,3,2,8,1,1,0
TRINITY_DN13736_c0_g1,9,12,7,2,30,21,19,0,8,12,12,26,4,1,12,3,8,10,5,33,13,30,13,6,16,30,12,26,20,39,13,14,24,3,3,0
TRINITY_DN13737_c0_g1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,1,2,0,0,2,0,2,1,1,0,0,0
TRINITY_DN13738_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TRINITY_DN13740_c0_g1,0,1,2,0,1,3,12,0,1,0,2,4,2,1,1,0,2,2,3,5,13,11,4,3,4,10,0,2,5,5,0,3,11,0,1,0
TRINITY_DN13741_c0_g1,2,11,9,3,0,2,0,0,18,9,6,6,1,0,0,0,31,44,8,64,3,7,1,0,121,76,69,48,0,1,0,0,36,1,5,0
TRINITY_DN13742_c0_g1,2,0,0,0,1,5,3,0,1,1,0,3,3,0,2,0,0,3,0,6,3,10,2,0,3,5,3,7,4,3,4,3,2,0,0,0
TRINITY_DN13743_c0_g1,26,14,22,7,4,34,54,0,32,2,2,49,42,0,22,0,0,60,0,96,11,188,12,34,49,55,15,49,6,57,2,17,77,0,4,0
TRINITY_DN13744_c0_g1,18,7,7,2,32,18,28,2,12,15,24,31,17,0,14,3,17,17,5,32,52,41,7,2,11,26,9,23,27,34,13,10,38,1,2,1
TRINITY_DN13745_c0_g1,2,1,2,0,2,7,5,0,0,1,2,1,1,0,1,0,1,5,1,15,0,7,2,2,2,11,2,3,4,3,5,3,2,0,0,0
TRINITY_DN13748_c0_g1,3,1,0,1,1,1,1,0,1,0,1,7,0,0,1,0,0,3,3,6,2,9,4,2,7,3,1,3,6,2,0,1,4,0,1,0
TRINITY_DN13749_c0_g1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN1374_c0_g1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0
TRINITY_DN13750_c0_g1,0,1,1,0,3,3,0,0,1,5,1,1,0,0,0,0,0,3,0,2,2,4,0,0,1,2,0,0,2,6,7,0,2,0,0,0
TRINITY_DN13753_c0_g1,2,1,0,0,4,2,1,0,2,2,1,7,2,0,0,1,0,5,0,4,5,5,1,5,3,4,2,4,4,4,0,3,4,0,0,0
TRINITY_DN13754_c0_g1,2,3,1,1,7,7,5,0,2,2,7,4,1,0,2,0,3,5,1,10,11,2,1,2,1,7,1,2,13,5,4,1,10,2,1,0
TRINITY_DN13760_c0_g1,9,11,14,2,6,22,30,0,9,0,6,16,6,0,12,0,3,17,7,30,23,42,1,8,17,36,5,16,16,22,12,12,22,0,3,0
TRINITY_DN13761_c0_g1,5,5,2,0,6,9,7,0,1,7,7,8,3,0,1,1,5,3,0,9,7,8,1,4,4,7,5,6,10,6,16,6,8,0,0,0
TRINITY_DN13762_c0_g1,9,14,8,0,9,11,13,0,1,5,7,20,4,0,3,0,7,15,3,26,16,25,1,6,10,24,3,9,25,20,17,9,25,0,0,0
TRINITY_DN13763_c0_g1,35,36,22,9,39,56,41,4,0,39,38,28,21,7,29,11,28,31,26,59,96,86,10,27,50,92,22,59,68,81,67,23,41,7,2,2
TRINITY_DN13764_c0_g1,1,3,1,0,1,1,2,0,0,0,0,1,0,0,1,0,1,3,0,3,4,4,1,0,4,3,0,3,1,1,0,1,2,0,0,0
TRINITY_DN13766_c0_g1,10,10,5,2,5,6,18,0,10,0,1,24,7,0,14,0,0,17,0,34,5,42,3,3,9,31,6,11,12,28,1,7,52,0,1,0
TRINITY_DN13769_c0_g1,7,4,5,1,1,4,17,1,3,4,11,18,12,0,1,0,4,9,4,21,27,27,4,4,15,18,5,9,4,8,12,7,16,1,2,0
TRINITY_DN1376_c0_g1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,4,0,3,1,2,1,0,0,0,0,1,1,1,3,1,2,0,0,0
TRINITY_DN13773_c0_g1,13,12,15,6,6,16,21,1,3,4,7,20,5,0,11,1,3,14,1,22,10,40,3,5,18,45,3,19,11,40,8,11,31,0,3,0
TRINITY_DN13775_c0_g1,10,6,3,0,3,8,19,0,6,0,4,7,7,0,2,0,0,20,0,22,2,25,1,7,7,8,5,7,15,11,1,5,30,0,0,0
TRINITY_DN13778_c0_g1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0
TRINITY_DN13779_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0
TRINITY_DN1377_c0_g1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TRINITY_DN13784_c0_g1,22,12,8,5,13,36,23,0,11,8,3,18,8,1,13,0,1,25,1,34,13,35,2,8,11,25,14,40,43,59,15,12,41,1,4,0
TRINITY_DN13785_c0_g1,0,1,2,0,6,1,5,0,1,0,2,3,3,0,2,0,0,5,2,11,11,16,0,1,3,3,2,4,5,7,2,3,4,0,1,0
TRINITY_DN13788_c0_g1,12,17,12,5,8,26,19,0,11,4,10,29,15,0,10,0,3,28,0,53,21,51,14,8,16,22,6,22,17,46,4,7,30,0,1,0
TRINITY_DN1378_c0_g1,0,4,3,0,1,0,1,0,1,0,0,5,3,0,4,0,0,6,0,3,0,7,1,0,1,0,1,0,0,3,0,1,9,0,0,0
TRINITY_DN13793_c0_g1,0,0,0,1,1,1,0,0,0,1,4,0,0,0,0,0,3,0,0,1,6,0,0,2,0,2,1,0,7,2,0,0,4,0,0,0
TRINITY_DN13795_c0_g1,5,1,7,3,6,4,12,0,5,1,11,10,3,0,12,0,1,14,0,16,2,21,1,5,8,18,2,12,6,21,3,3,30,0,2,0
TRINITY_DN13796_c0_g1,12,17,5,1,4,7,12,0,8,4,1,24,6,0,7,0,0,10,2,18,8,38,1,5,2,17,4,7,3,15,7,12,31,0,1,0
TRINITY_DN13797_c0_g1,3,2,1,0,4,1,7,1,3,5,1,6,2,0,0,2,3,7,0,8,9,13,2,2,4,8,3,4,9,13,4,2,6,0,0,0
TRINITY_DN13799_c0_g1,0,2,1,1,0,0,2,0,1,0,0,2,1,0,0,0,1,0,0,1,5,5,1,1,0,5,0,2,3,0,0,0,3,0,1,0
TRINITY_DN13800_c0_g1,5,8,10,6,8,10,17,1,4,2,14,11,2,0,8,0,5,5,2,23,20,45,1,11,12,20,10,13,23,30,15,10,26,4,0,3
TRINITY_DN13801_c0_g1,2,5,6,3,1,7,4,0,4,0,0,2,5,0,3,0,4,16,0,16,8,15,2,1,8,6,6,7,2,15,0,8,10,0,0,0
TRINITY_DN13803_c0_g1,5,10,1,4,5,10,8,0,3,7,3,2,3,0,5,0,1,4,2,11,8,17,3,3,1,13,4,10,9,8,1,1,18,0,0,0
TRINITY_DN13805_c0_g1,1,13,5,3,11,6,8,1,5,6,9,9,8,0,5,3,4,4,0,12,14,26,1,5,6,18,9,8,10,20,0,4,26,1,4,0
TRINITY_DN13808_c0_g1,21,39,14,8,13,30,47,1,10,11,7,38,12,2,15,0,16,20,7,52,42,87,10,24,14,69,13,32,36,43,29,14,61,2,8,0
TRINITY_DN13808_c1_g1,2,2,0,0,1,0,3,0,2,0,0,5,2,0,0,0,0,2,0,5,0,7,0,1,0,2,0,3,0,6,0,1,4,0,0,0
TRINITY_DN13809_c0_g1,0,4,1,1,1,9,2,0,3,0,2,1,2,0,3,0,0,3,1,7,9,11,0,3,2,4,3,2,1,3,0,7,8,0,0,0
TRINITY_DN1380_c0_g1,5,4,9,1,5,6,4,0,2,3,4,8,1,0,1,0,1,2,1,11,11,10,3,4,2,17,6,4,10,8,1,2,11,0,1,0
TRINITY_DN13810_c0_g1,1,3,0,0,0,1,3,0,3,0,0,2,4,0,1,0,0,4,1,5,2,9,1,1,0,5,0,6,0,4,0,2,13,0,0,0
TRINITY_DN13812_c0_g1,2,2,2,0,4,4,2,0,2,1,4,0,2,0,2,0,1,1,0,9,3,14,1,2,4,1,1,2,7,4,0,1,8,0,0,0
TRINITY_DN13815_c0_g1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,3,4,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0
TRINITY_DN13816_c0_g1,23,22,8,3,31,29,27,4,13,10,22,26,11,1,12,4,13,15,9,33,50,78,5,12,28,49,20,22,33,18,15,12,43,3,3,0
TRINITY_DN13817_c0_g1,3,2,2,1,4,3,10,0,0,0,1,3,5,0,2,0,2,8,1,5,5,16,5,2,5,14,3,8,6,3,1,3,5,1,0,0
TRINITY_DN13818_c0_g1,4,3,7,1,7,4,2,0,3,3,3,7,4,0,4,0,0,7,0,17,7,18,0,6,2,12,3,4,9,9,0,4,11,0,0,0
TRINITY_DN13819_c0_g1,1,1,0,0,1,1,3,0,0,0,3,5,2,1,1,0,0,0,0,1,4,4,1,2,0,1,1,1,2,5,0,0,2,0,0,0
TRINITY_DN13821_c0_g1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN13826_c0_g1,4,6,3,2,3,3,14,0,6,2,4,13,16,0,9,0,4,18,0,26,12,21,4,6,11,13,16,11,12,14,3,4,15,0,2,0
TRINITY_DN13827_c0_g1,0,1,5,0,1,0,4,0,0,0,1,1,1,0,1,0,0,2,0,2,1,1,0,2,0,0,0,0,2,4,0,0,4,0,0,0
TRINITY_DN13827_c1_g1,1,3,3,0,2,1,4,0,1,1,2,4,3,1,2,0,2,4,1,6,10,5,0,2,1,10,4,3,4,6,5,0,2,0,0,0
TRINITY_DN13830_c0_g1,48,38,38,2,45,30,68,5,17,30,77,53,24,7,39,11,22,70,25,109,139,218,18,77,85,155,44,116,75,85,66,26,65,4,4,0
TRINITY_DN13831_c0_g1,20,36,44,5,13,36,39,4,10,7,14,34,17,0,23,3,8,28,5,48,27,75,15,32,22,70,18,35,35,66,27,17,61,2,3,1
TRINITY_DN13833_c0_g1,6,4,4,2,7,3,5,0,7,4,6,13,8,1,8,2,2,14,4,30,24,32,5,6,3,9,4,3,8,7,1,5,19,0,0,0
TRINITY_DN13835_c0_g1,7,15,12,4,5,16,14,0,5,4,4,13,7,0,8,0,8,11,2,19,20,29,5,8,11,23,11,12,14,17,11,9,22,0,1,0
TRINITY_DN13836_c0_g1,0,0,0,1,2,4,3,0,0,0,1,3,1,0,0,0,1,1,0,3,9,3,1,3,2,2,0,5,3,2,0,0,12,0,1,0
TRINITY_DN13837_c0_g1,42,18,43,4,10,51,59,0,19,2,3,41,7,0,37,0,2,71,4,51,18,111,6,16,22,65,7,52,15,67,7,17,111,0,9,1
TRINITY_DN13838_c0_g1,5,6,2,1,2,5,5,0,1,0,2,6,3,0,1,1,6,4,0,12,6,12,0,5,3,6,4,6,9,17,5,0,5,0,0,0
TRINITY_DN13839_c0_g1,0,2,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0
TRINITY_DN13840_c0_g1,1,5,1,1,7,7,6,1,0,2,3,11,3,0,3,1,5,5,2,7,14,12,2,4,4,11,2,7,4,16,13,0,9,1,0,0
TRINITY_DN13843_c0_g1,4,3,0,0,0,3,4,0,1,0,0,5,2,0,0,0,0,4,1,5,8,14,0,1,4,10,1,1,3,2,4,4,9,0,0,0
TRINITY_DN13844_c0_g1,0,5,0,0,0,3,2,0,0,1,1,0,0,0,4,0,0,0,0,3,2,1,1,1,0,3,2,4,0,1,4,1,1,0,0,1
TRINITY_DN13845_c0_g1,7,4,4,1,1,1,8,0,1,4,2,5,4,0,1,2,5,3,2,9,5,12,2,3,3,18,0,6,1,9,3,3,7,0,2,0
TRINITY_DN13846_c0_g1,1,3,0,1,3,2,1,0,1,3,2,1,1,0,1,0,0,1,1,3,1,6,0,1,2,2,0,1,1,1,4,0,3,0,0,0
TRINITY_DN13847_c0_g1,39,34,31,7,16,34,65,0,12,7,9,34,19,0,27,0,7,49,2,88,42,143,13,23,32,60,13,49,20,70,22,27,106,0,11,0
TRINITY_DN13849_c0_g1,4,8,8,2,12,2,11,0,6,4,7,14,8,0,8,0,1,10,1,16,9,38,1,4,7,24,3,7,25,19,6,1,25,0,0,0
TRINITY_DN13849_c1_g1,6,1,7,1,0,8,15,0,3,0,0,1,2,0,7,1,0,13,0,10,0,39,5,4,7,14,0,18,8,16,7,2,34,0,1,0
TRINITY_DN1384_c0_g1,0,6,0,0,2,2,1,0,0,0,0,0,1,0,2,0,0,0,0,4,1,3,0,2,0,3,0,2,6,2,0,1,4,0,0,0
TRINITY_DN13854_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TRINITY_DN13856_c0_g1,0,0,1,0,3,2,4,0,1,0,0,0,0,0,0,0,0,3,0,8,4,7,0,2,0,7,1,6,2,8,1,1,3,0,0,0
TRINITY_DN13857_c0_g1,2,3,2,1,1,9,8,0,1,1,4,7,1,0,7,0,1,6,1,11,3,13,2,2,3,6,1,8,1,13,3,1,11,0,1,0
TRINITY_DN13858_c0_g1,1,1,0,0,2,0,3,0,1,2,0,0,1,0,0,0,0,0,1,0,1,3,0,0,2,0,0,2,0,1,0,1,0,0,0,0
TRINITY_DN13863_c0_g1,1,4,0,0,3,0,4,0,0,0,0,3,1,0,3,0,0,1,0,8,12,14,4,1,4,11,2,1,1,2,0,0,1,0,0,0
TRINITY_DN13864_c0_g1,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,5,0,0,0,3,2,2,3,1,0,1,2,0,0,0
TRINITY_DN13867_c0_g1,0,2,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,4,0,9,1,6,2,0,6,5,0,4,1,5,1,3,2,0,1,0
TRINITY_DN13868_c0_g1,2,0,3,1,0,1,1,0,0,0,0,3,0,0,3,0,1,1,1,6,8,5,0,1,0,10,3,0,3,4,0,2,5,0,0,0
TRINITY_DN13870_c0_g1,25,29,32,10,35,38,50,0,9,12,17,53,26,0,20,3,19,46,8,89,40,75,12,22,38,75,15,36,15,42,25,27,64,1,5,0
TRINITY_DN13872_c0_g1,0,4,8,2,3,5,11,0,0,1,3,11,9,0,6,0,4,5,1,13,12,29,0,2,3,12,2,4,9,16,6,1,19,0,0,0
TRINITY_DN13875_c0_g1,0,0,0,1,0,4,3,0,2,0,3,0,1,0,2,2,0,3,1,7,2,1,1,0,2,4,0,3,1,2,0,3,3,0,0,0
TRINITY_DN13876_c0_g1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,3,0,1,1,0,0,7,4,0,1,0,1,0,0,3,1,1,1,2,0,0,0
TRINITY_DN13879_c0_g1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0
TRINITY_DN13881_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN13883_c0_g1,75,100,64,13,39,81,102,0,26,40,9,90,49,1,45,2,23,87,56,101,75,143,17,41,45,112,24,81,121,140,65,48,176,3,19,0
TRINITY_DN13884_c0_g1,76,73,42,18,49,96,125,0,33,28,28,115,45,0,57,2,20,87,10,141,97,221,27,44,82,214,53,111,66,166,53,47,149,1,12,0
TRINITY_DN13887_c0_g1,5,2,3,0,1,3,3,0,1,1,2,3,4,0,2,0,0,5,0,7,5,17,0,1,6,5,4,4,2,5,0,4,2,0,0,0
TRINITY_DN13888_c0_g1,9,8,10,5,3,8,6,0,1,0,3,6,4,0,2,0,7,4,2,13,5,7,2,2,6,16,4,2,5,13,3,2,9,0,0,0
TRINITY_DN13889_c0_g1,1,0,4,0,3,0,5,0,1,0,4,2,1,0,0,0,1,1,1,5,4,4,0,0,2,6,1,0,1,5,3,3,2,1,0,0
TRINITY_DN13894_c0_g1,6,14,10,3,4,19,24,0,5,8,5,17,8,0,14,1,1,8,0,29,17,48,2,7,14,28,5,14,12,38,6,11,38,1,7,0
TRINITY_DN13896_c0_g1,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,2,2,0,0,0
TRINITY_DN13897_c0_g1,0,2,1,0,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,3,0,0,0
TRINITY_DN13898_c0_g1,0,4,3,0,1,1,0,0,0,2,0,0,1,0,0,0,0,2,0,1,2,4,0,0,1,1,0,2,1,1,0,4,3,0,0,0
TRINITY_DN13899_c0_g1,2,3,2,0,2,5,8,0,4,3,4,11,9,0,5,0,0,6,2,9,18,42,2,5,3,10,3,4,3,13,10,6,16,0,1,0
TRINITY_DN138_c0_g1,2,2,11,1,12,8,5,0,2,5,6,8,8,0,11,0,1,9,1,14,13,31,3,4,15,13,7,7,16,12,6,2,21,0,0,0
TRINITY_DN13901_c0_g1,0,4,1,0,0,1,3,0,0,1,0,0,1,0,1,0,1,0,1,7,5,2,1,0,3,5,2,1,4,5,2,0,5,0,0,0
TRINITY_DN13906_c0_g1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,2,3,4,0,0,1,4,0,0,1,2,1,1,5,0,0,0
TRINITY_DN13907_c0_g1,2,3,4,1,2,5,5,0,0,1,3,8,4,0,1,0,3,3,1,8,9,7,2,1,2,6,2,4,5,4,2,8,20,0,0,0
TRINITY_DN13909_c0_g1,11,10,6,4,10,10,12,2,2,9,10,16,4,1,2,0,4,16,3,33,17,47,4,11,7,20,6,12,13,24,4,6,18,0,4,0
TRINITY_DN13910_c0_g1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,2,0,5,1,2,0,0,0,0,2,2,0,1,1,0,0,1
TRINITY_DN13921_c0_g1,1,7,4,2,5,4,5,0,1,1,1,4,3,0,4,0,3,8,0,12,11,12,3,2,8,15,5,11,8,6,1,3,9,0,0,0
TRINITY_DN13923_c0_g1,4,7,1,2,4,6,4,0,1,3,4,7,4,1,0,0,5,8,5,5,3,9,1,5,4,8,3,0,5,10,4,2,10,1,1,1
TRINITY_DN13924_c0_g1,3,7,2,0,7,1,12,0,3,8,10,21,8,1,5,2,9,6,5,22,18,17,4,2,8,12,1,5,8,13,1,3,19,2,1,1
TRINITY_DN13925_c0_g1,4,3,1,0,4,3,14,0,2,1,0,4,3,0,1,0,2,6,0,16,2,10,1,4,3,7,1,6,2,5,2,0,7,0,0,0
TRINITY_DN13926_c0_g1,5,0,3,0,4,10,3,0,0,1,2,4,2,0,1,0,2,5,3,16,11,11,0,2,2,8,0,4,9,8,1,2,8,0,0,0
TRINITY_DN13927_c0_g1,4,2,3,1,3,0,4,0,0,0,2,0,0,0,3,0,3,1,1,6,1,3,3,3,2,8,2,5,1,6,0,3,6,0,0,0
TRINITY_DN13929_c0_g1,0,1,1,0,1,8,2,0,0,0,1,1,1,0,2,1,0,2,1,2,0,6,0,0,4,3,1,2,7,2,2,0,4,0,0,1
TRINITY_DN1392_c0_g1,8,10,2,0,5,6,19,0,2,0,5,16,9,0,3,0,1,11,0,30,14,31,7,2,4,20,10,10,7,27,2,6,15,1,3,0
TRINITY_DN13932_c0_g1,1,0,0,1,2,1,2,0,2,1,0,1,1,0,0,0,0,1,0,1,3,7,1,3,0,2,0,2,5,1,0,1,3,0,0,0
TRINITY_DN13933_c0_g1,12,16,17,6,23,30,19,0,9,6,17,24,9,0,8,1,10,19,3,20,26,34,2,19,5,18,6,18,23,42,14,11,35,0,3,0
TRINITY_DN13934_c0_g1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,5,0,2,0,2,1,1,0,0,0,1,0,0,0,0
TRINITY_DN13937_c0_g1,0,4,0,0,4,3,2,0,0,0,3,2,1,0,2,0,0,8,1,4,0,3,0,0,0,4,3,1,4,5,2,1,1,2,0,1
TRINITY_DN13938_c0_g1,6,4,2,1,10,7,8,0,5,3,8,6,3,3,4,1,2,7,3,11,20,12,3,3,6,13,3,7,9,11,9,6,10,3,2,1
TRINITY_DN1393_c0_g1,1,1,1,0,0,0,1,0,0,0,2,2,4,1,3,0,0,2,0,2,3,10,3,0,2,2,0,3,0,8,1,0,2,1,0,0
TRINITY_DN13940_c0_g1,2,1,1,1,4,3,2,0,1,0,0,5,1,0,0,0,0,6,1,12,1,18,3,1,1,3,2,4,4,6,1,2,8,1,0,0
TRINITY_DN13944_c0_g1,0,1,2,0,2,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,8,1,3,2,1,0,0,2,0,0,0
TRINITY_DN13945_c0_g1,1,0,1,1,5,3,7,0,1,4,6,1,3,0,3,1,1,6,2,2,4,12,2,1,5,12,4,5,8,4,5,1,9,0,0,1
TRINITY_DN13946_c0_g1,6,13,21,6,8,17,24,0,5,5,11,17,8,1,6,2,17,9,6,42,27,44,7,9,10,38,11,15,24,30,12,9,29,1,1,0
TRINITY_DN13947_c0_g1,0,1,1,1,2,2,0,0,0,0,0,0,1,0,0,1,3,0,0,3,6,3,2,0,2,1,1,1,0,1,0,0,1,0,0,0
TRINITY_DN13948_c0_g1,10,2,7,2,13,3,9,0,4,2,12,2,14,1,5,1,3,11,1,24,20,20,2,0,4,9,5,11,10,14,5,3,9,2,2,0
TRINITY_DN1394_c0_g1,1,4,2,0,1,2,1,0,0,1,2,2,0,0,2,0,1,0,1,2,8,4,0,2,0,7,1,3,6,12,0,3,1,0,0,0
TRINITY_DN13951_c0_g1,3,7,7,0,4,4,11,0,1,3,4,9,5,0,0,0,2,3,1,14,11,18,5,0,2,12,2,12,15,19,2,6,24,3,1,0
TRINITY_DN13952_c0_g1,3,1,3,0,3,3,1,0,0,0,1,2,1,0,0,0,1,6,5,5,4,12,0,1,1,7,1,3,3,7,2,1,8,0,1,0
TRINITY_DN13953_c0_g1,3,6,3,2,4,5,7,0,1,0,1,12,3,1,5,0,1,5,0,13,5,5,4,2,4,6,4,4,2,8,1,3,9,0,1,0
TRINITY_DN13954_c0_g1,0,1,1,0,0,0,0,0,0,1,0,3,1,0,2,0,0,3,0,1,1,2,0,0,1,1,0,2,0,3,0,0,2,0,0,0
TRINITY_DN13956_c0_g1,3,4,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,3,0,5,1,10,0,1,2,1,2,0,4,7,1,0,3,0,0,0
TRINITY_DN13957_c1_g1,39,37,52,16,52,67,66,1,15,36,55,45,20,5,41,8,21,49,30,88,76,104,16,36,51,88,39,68,63,119,36,28,77,4,12,0
TRINITY_DN13961_c0_g1,4,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,3,0,0,2,4,0,2,0,10,0,1,2,13,0,0,9,0,0,0
