"brood 33 larvae, day 8, pH 7.6",,,,,,
,,,,,,
baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
TRINITY_DN10201_c0_g1,7.349652233,-1.437543923,1.955200278,-0.735241264,0.462192573,1
TRINITY_DN10203_c0_g1,3.392571033,1.454009394,2.1026779,0.691503627,0.489249102,1
TRINITY_DN10204_c0_g1,6.761215995,-0.280916153,2.009046749,-0.139825593,0.888797792,1
TRINITY_DN10206_c0_g1,13.49889915,-1.256105523,1.465811295,-0.856935355,0.391480612,1
TRINITY_DN10207_c0_g1,0.604382259,-0.14973651,5.0105384,-0.029884315,0.976159315,1
TRINITY_DN10208_c0_g1,42.31570044,-0.312488042,0.837807261,-0.37298321,0.70916094,1
TRINITY_DN10213_c0_g1,15.78555865,-0.908726315,1.213662819,-0.748746934,0.454009749,1
TRINITY_DN10214_c0_g1,2.586740403,-1.525062602,2.963245478,-0.514659556,0.60679094,1
TRINITY_DN10216_c0_g1,4.259070951,-0.426118099,2.232251587,-0.19089161,0.848610514,1
TRINITY_DN10217_c0_g1,1.562292122,1.727845534,3.559735579,0.485385921,0.627402617,1
TRINITY_DN1021_c0_g1,13.36466874,-0.244082911,1.263253255,-0.193217718,0.846788464,1
TRINITY_DN10220_c0_g1,3.372255531,-3.134297655,2.884545286,-1.086582925,0.277221174,1
TRINITY_DN10223_c0_g1,1.976414741,-0.055912774,3.079059996,-0.01815904,0.985511978,1
TRINITY_DN10224_c0_g1,1.046690055,2.274532909,4.004755807,0.567957953,0.570063519,1
TRINITY_DN10225_c0_g1,2.030888563,0.859041713,2.903532682,0.295860873,0.767336333,1
TRINITY_DN10230_c0_g1,1.727111608,-1.679135623,3.545777565,-0.47355921,0.635814269,1
TRINITY_DN10233_c0_g1,7.133508915,-0.418901499,1.688579548,-0.248079221,0.804073112,1
TRINITY_DN10234_c0_g1,9.43039828,0.36890461,1.397309135,0.264010734,0.791771648,1
TRINITY_DN10235_c0_g1,18.18326353,1.563878212,1.288947734,1.213298391,0.225015758,1
TRINITY_DN10236_c0_g1,4.285600804,1.244440352,1.883895852,0.660567489,0.508889724,1
TRINITY_DN10237_c0_g1,8.486850924,-1.092152885,1.707874383,-0.639480805,0.522510197,1
TRINITY_DN10238_c0_g1,5.731513687,1.670458031,1.625559768,1.027620186,0.304128525,1
TRINITY_DN10239_c0_g1,0.816438597,-1.153071959,5.316458037,-0.216887249,0.828296215,1
TRINITY_DN1023_c0_g1,9.299864021,0.67410911,1.3775829,0.489341956,0.624599622,1
TRINITY_DN10240_c0_g1,9.904277305,1.05998072,1.286358437,0.824016611,0.409930119,1
TRINITY_DN10244_c0_g1,1.969406916,0.40368205,2.711614898,0.148871453,0.881655067,1
TRINITY_DN10246_c0_g1,4.239433989,1.321299017,1.854695782,0.712407409,0.476212529,1
TRINITY_DN10247_c0_g1,9.316594986,-1.292463283,2.080278086,-0.621293515,0.53440652,1
TRINITY_DN10248_c0_g1,7.90757867,-0.266008911,1.525957694,-0.174322599,0.86161194,1
TRINITY_DN10249_c0_g1,7.883229316,-0.482585156,1.673360158,-0.28839288,0.773046017,1
TRINITY_DN1024_c0_g1,5.563669669,-1.345043307,2.063539685,-0.651813637,0.514521403,1
TRINITY_DN10251_c0_g1,9.939383841,-1.708597442,1.923534406,-0.888259361,0.374401255,1
TRINITY_DN10252_c0_g1,2.6631928,-2.826715324,2.892969575,-0.977098186,0.328520546,1
TRINITY_DN10253_c0_g1,72.78887955,-0.088177541,0.738000516,-0.11948168,0.904893754,1
TRINITY_DN10254_c0_g1,52.90982385,0.137906941,0.796760229,0.17308462,0.862584914,1
TRINITY_DN10256_c0_g1,4.624467305,0.8497716,1.842861573,0.461115264,0.644715911,1
TRINITY_DN10259_c0_g1,32.74848016,-0.670205771,1.011535401,-0.662562843,0.507610574,1
TRINITY_DN1025_c0_g1,397.2488294,-0.298596632,0.518089581,-0.576341705,0.564384239,1
TRINITY_DN10260_c0_g1,6.966227891,1.521506536,1.480295061,1.02784004,0.304025078,1
TRINITY_DN10261_c0_g1,14.63947027,-1.44574626,1.354653943,-1.067243976,0.285861679,1
TRINITY_DN10263_c0_g1,1.010917952,1.619140673,3.517045539,0.46036955,0.645250987,1
TRINITY_DN10265_c0_g1,11.0894299,-0.449006863,1.415427362,-0.317223529,0.751073998,1
TRINITY_DN10268_c0_g1,29.56489697,-0.317673204,0.888256284,-0.357636878,0.720615077,1
TRINITY_DN10269_c0_g1,101.4430826,-0.688488984,0.742830506,-0.926845327,0.354006847,1
TRINITY_DN10271_c0_g1,13.82204997,-1.248881552,1.521768547,-0.820677727,0.411829861,1
TRINITY_DN10272_c0_g1,35.38836099,-1.162108578,2.642410344,-0.43979111,0.660088407,1
TRINITY_DN10273_c0_g1,17.63391382,0.400603354,1.045223135,0.383270653,0.701519096,1
TRINITY_DN10274_c0_g1,2.119426256,2.545302794,2.724926297,0.934081335,0.350261939,1
TRINITY_DN10275_c0_g1,15.46377258,-0.852925589,1.36620903,-0.624300945,0.532429963,1
TRINITY_DN10277_c0_g1,3.020168682,-2.935199021,2.92444282,-1.003678034,0.315533828,1
TRINITY_DN10278_c0_g1,2.123802385,0.448415989,2.647110451,0.169398292,0.865483367,1
TRINITY_DN10280_c0_g1,419.5594007,-0.613355729,0.877635105,-0.698873285,0.484631224,1
TRINITY_DN10282_c0_g1,3.672747876,-0.594752211,2.249878823,-0.264348553,0.791511351,1
TRINITY_DN10286_c0_g1,3.265867676,0.233343072,2.498420844,0.093396224,0.925588791,1
TRINITY_DN10287_c0_g1,5.579257499,-1.265799025,2.057993708,-0.615064575,0.538512076,1
TRINITY_DN10289_c0_g1,2.925361891,-2.783137835,2.851809182,-0.975920076,0.329104072,1
TRINITY_DN10290_c0_g1,0.34962596,-0.157769333,5.745837386,-0.027458023,0.97809442,1
TRINITY_DN10292_c0_g1,0.948919285,1.701922274,3.79129439,0.448902696,0.653501851,1
TRINITY_DN10293_c0_g1,0.343979507,-0.721372475,5.71478084,-0.126229246,0.899550462,1
TRINITY_DN10294_c0_g1,0.92538148,5.065938315,4.642394322,1.091233954,0.275169951,1
TRINITY_DN10297_c0_g1,8.116672093,1.731713645,1.437090594,1.205013555,0.228198069,1
TRINITY_DN10298_c0_g1,35.38966549,-0.314634752,1.012089559,-0.310876393,0.755894592,1
TRINITY_DN10299_c0_g1,7.902715527,0.216741531,1.497365568,0.144748574,0.884909386,1
TRINITY_DN1029_c0_g1,19.83847595,-0.568125474,1.142329951,-0.497339209,0.618949867,1
TRINITY_DN102_c0_g1,4.495688343,0.888135163,2.132137263,0.416546898,0.677009857,1
TRINITY_DN10302_c0_g1,5.850810975,1.728909827,1.593623242,1.084892452,0.277969291,1
TRINITY_DN10304_c0_g1,15.4189009,0.917372861,1.078825468,0.85034409,0.395133811,1
TRINITY_DN10306_c0_g1,1.540752365,-1.824190135,3.280838688,-0.556013358,0.578201723,1
TRINITY_DN10307_c0_g1,8.813918427,0.602706594,1.388506067,0.434068391,0.664238778,1
TRINITY_DN10309_c0_g1,1.136750659,-1.288810992,3.851976378,-0.334584345,0.737938656,1
TRINITY_DN1030_c0_g1,2.024404712,1.483907644,2.653435326,0.559240178,0.575997816,1
TRINITY_DN10312_c0_g1,1.765339628,-2.071557452,3.164161001,-0.654694073,0.512664742,1
TRINITY_DN10318_c0_g1,10.0802787,-0.048193794,1.330744188,-0.036215671,0.97111039,1
TRINITY_DN10321_c0_g1,1.987587182,-2.280557178,3.10585046,-0.734277843,0.462779419,1
TRINITY_DN10322_c0_g1,4.578369503,-1.615593693,2.401346659,-0.672786533,0.501083107,1
TRINITY_DN10323_c0_g1,195.7331109,0.478384074,0.551614854,0.867242915,0.385808927,1
TRINITY_DN10324_c0_g1,3.942704358,-2.654240098,2.718725231,-0.976281115,0.328925176,1
TRINITY_DN10326_c0_g1,2.920764609,1.95920116,2.165387172,0.904780995,0.365581422,1
TRINITY_DN1032_c0_g1,2.204703919,0.403625188,2.784940848,0.144931333,0.884765088,1
TRINITY_DN10331_c0_g1,5.722854811,0.238711174,1.662575639,0.143579136,0.885832817,1
TRINITY_DN10332_c0_g1,0.794933332,-1.225809354,4.535170172,-0.270289605,0.786937462,1
TRINITY_DN10333_c0_g1,4.417331267,-3.264912316,2.630597308,-1.24112965,0.214557858,1
TRINITY_DN10335_c0_g1,116.9513639,0.993450302,0.688837791,1.442212251,0.149242505,1
TRINITY_DN10338_c0_g1,1.909560631,-0.050429199,3.040336507,-0.016586716,0.986766322,1
TRINITY_DN10340_c0_g1,0.514148627,0.661521343,5.699905069,0.116058309,0.90760633,1
TRINITY_DN10342_c0_g1,40.37530208,0.230340209,0.870997434,0.264455668,0.791428821,1
TRINITY_DN10342_c1_g1,34.83178864,0.632086364,0.872069881,0.724811598,0.46856762,1
TRINITY_DN10343_c0_g1,0.837996533,0.661526131,4.467866261,0.1480631,0.88229297,1
TRINITY_DN10346_c0_g1,26.47448489,-1.447796804,1.014266562,-1.427432254,0.153455339,1
TRINITY_DN10350_c0_g1,3.989705303,0.080348132,2.065922625,0.03889213,0.968976391,1
TRINITY_DN10355_c0_g1,15.34850509,0.103377174,1.37619106,0.07511833,0.940120564,1
TRINITY_DN10356_c0_g1,3.779809115,0.058311789,2.129515943,0.02738265,0.978154536,1
TRINITY_DN10360_c0_g1,44.00446061,-0.185156435,0.941299694,-0.196702958,0.844059995,1
TRINITY_DN10362_c0_g1,36.45976967,-0.205939111,0.824437872,-0.249793365,0.802747151,1
TRINITY_DN10366_c0_g1,2.536083992,0.224938885,2.500491373,0.089957873,0.928320692,1
TRINITY_DN10367_c0_g1,38.07596033,0.386449147,0.797599772,0.484515118,0.628020338,1
TRINITY_DN10368_c0_g1,5.057535486,1.463235872,1.749532396,0.836358261,0.402953386,1
TRINITY_DN1036_c0_g1,131.0485661,0.564577674,0.579758944,0.973814513,0.330148646,1
TRINITY_DN10373_c0_g1,3.319897307,2.13169751,2.092429782,1.018766569,0.308313801,1
TRINITY_DN10378_c0_g1,1.633706687,1.291200088,3.021016118,0.427405892,0.669083717,1
TRINITY_DN10379_c0_g1,8.49007722,0.772693702,1.424684594,0.542361239,0.587569676,1
TRINITY_DN1037_c0_g1,1.528472784,-1.220840343,3.344002285,-0.365083585,0.715049014,1
TRINITY_DN10380_c0_g1,4.915700467,0.510889871,1.830990772,0.279023728,0.780226615,1
TRINITY_DN10381_c0_g1,0.867141469,1.705227597,4.159183265,0.409990974,0.681812569,1
TRINITY_DN10382_c0_g1,0.632344737,-0.833138399,4.90905497,-0.16971462,0.865234576,1
TRINITY_DN10386_c0_g1,13.87288083,1.169686127,1.293767928,0.904092691,0.365946254,1
TRINITY_DN10387_c0_g1,2.217144089,0.416766418,2.760341244,0.150983658,0.879988607,1
TRINITY_DN10388_c0_g1,25.1945257,0.405443716,0.901412615,0.449787045,0.652864,1
TRINITY_DN1038_c0_g1,7.049548579,0.623724487,1.648088357,0.378453306,0.705093875,1
TRINITY_DN10390_c0_g1,8.172804679,-0.622892663,1.598926916,-0.389569189,0.696855139,1
TRINITY_DN10391_c0_g1,31.1158463,-1.781771127,1.267220524,-1.406046615,0.159710283,1
TRINITY_DN10392_c0_g1,6.552494988,-0.402253238,1.725963168,-0.233060152,0.815714697,1
TRINITY_DN10393_c0_g1,21.80651202,0.077740594,1.129483099,0.068828471,0.945126156,1
TRINITY_DN10394_c0_g1,56.97761955,-0.258119679,0.740733068,-0.348465176,0.727490862,1
TRINITY_DN10396_c0_g1,18.50205673,0.349180019,1.06960316,0.326457543,0.744078207,1
TRINITY_DN10397_c0_g1,5.661204184,-0.50552235,2.322104568,-0.21770008,0.827662801,1
TRINITY_DN10398_c0_g1,11.16663167,-1.344069326,1.507913761,-0.89134363,0.372744849,1
TRINITY_DN103_c0_g1,0.578910381,3.104141951,5.262075184,0.589908324,0.555252113,1
TRINITY_DN10400_c0_g1,53.03637343,-0.046202799,0.837979737,-0.055135938,0.956030166,1
TRINITY_DN10401_c0_g1,18.61580125,-0.018593643,1.057719669,-0.01757899,0.985974718,1
TRINITY_DN10404_c0_g1,4.693452913,0.638761359,1.865026209,0.342494575,0.731978726,1
TRINITY_DN10405_c0_g1,31.68041504,-0.968622215,0.936193317,-1.034639104,0.300837485,1
TRINITY_DN10407_c0_g1,7.849946869,-0.34760525,1.775636947,-0.195763695,0.844795127,1
TRINITY_DN10408_c0_g1,4.042324506,0.143088238,2.014590324,0.071025973,0.943377084,1
TRINITY_DN10409_c0_g1,3.466362645,-3.260156279,2.988017723,-1.09107662,0.275239169,1
TRINITY_DN10410_c0_g1,3.846331147,-0.129985264,2.287375814,-0.056827244,0.954682811,1
TRINITY_DN10411_c0_g1,0.551698525,0.661522563,5.770660056,0.114635511,0.908734032,1
TRINITY_DN10412_c0_g1,2.073268146,1.667379543,2.642696796,0.630938648,0.528080641,1
TRINITY_DN10413_c0_g1,5.711491111,0.330733293,1.864208559,0.177412174,0.859184646,1
TRINITY_DN10416_c0_g1,7.166334014,0.147067567,1.722451609,0.085382699,0.931957147,1
